ID,SEX,EDUCATION,MARRIAGE,AGE,LIMIT_BAL,bill_ap,bill_m,bill_ju,bill_jy,bill_ag,bill_s,pmt_ap,pmt_m,pmt_ju,pmt_jy,pmt_ag,pmt_s,pay_ap,pay_m,pay_ju,pay_jy,pay_ag,pay_s,DEFAULT
13921,male,university,1,46,290000,127087,135147,133147,171699,168372,196566,4900,4604,5400,4706,7839,7800,0,0,0,0,0,0,not default
13922,female,university,2,24,120000,121962,122127,113948,115515,113351,112336,0,4560,10000,4100,4100,4200,2,0,0,0,0,0,not default
13923,female,graduate school,2,24,40000,38181,37296,38687,36606,35939,35225,1500,1500,0,3000,1600,1933,0,2,0,0,0,0,default
13924,male,graduate school,1,42,500000,6772,49240,6420,43892,29478,5121,103686,3723,49470,6453,43864,31305,-2,-2,0,0,-1,-2,not default
13925,female,graduate school,1,36,150000,1068,2914,3960,4975,29414,16228,4734,1250,2914,5017,4975,30745,-2,-2,-2,-2,-2,-2,not default
13926,female,graduate school,2,26,240000,3326,1925,3166,2236,1435,1611,490,3326,0,3166,2236,14,-1,0,-1,-1,2,-1,default
13927,male,high school,2,44,80000,11231,11549,11549,11865,10993,10350,0,500,700,535,1461,1199,0,0,0,0,0,0,not default
13928,female,graduate school,1,48,220000,1528,1856,-3,839,3327,3467,1648,2134,1859,3,840,3340,-2,-2,-2,-2,-1,-1,not default
13929,female,graduate school,1,31,110000,63755,163,0,0,0,0,2000,63755,163,0,0,0,-1,-2,-2,-2,-2,-2,not default
13930,female,university,1,52,220000,3098,19055,36222,43462,53624,52536,83020,1000,2000,5225,16992,4151,0,0,0,0,0,0,not default
13931,female,university,2,34,100000,0,1799,0,1531,0,0,0,0,1799,4886,1531,0,-1,-1,-1,-1,-2,1,not default
13932,female,high school,1,42,70000,10147,8295,8688,11179,9372,6489,1000,2000,1000,295,2000,3000,0,0,0,0,0,0,not default
13933,female,university,1,27,50000,16958,17380,16134,16696,14812,15345,800,0,1503,0,2137,0,2,2,2,2,2,1,not default
13934,female,graduate school,2,32,200000,7700,6764,12559,3835,10706,34500,4,7700,6764,12559,3835,36659,-1,-1,-1,-1,-1,-1,not default
13935,male,high school,1,42,220000,3820,3227,1230,0,825,285,3650,3820,3227,1230,0,825,-1,-1,-1,-1,-1,-1,not default
13936,female,high school,1,42,200000,144027,144216,141141,198577,205172,203340,10314,5214,5240,4944,9474,8064,0,0,0,0,0,2,not default
13937,female,graduate school,1,43,350000,4640,7082,56929,16229,4300,6337,638,4640,108501,45000,16229,4300,-1,-1,0,-1,-1,-1,not default
13938,female,high school,2,24,80000,20544,21707,23642,47925,59867,58850,500,5000,933,1000,4500,2700,0,0,0,0,0,2,not default
13939,female,university,2,56,50000,20352,19927,22467,33751,34161,48316,998,900,864,898,1760,1700,0,0,0,0,0,0,not default
13940,male,graduate school,2,32,200000,396,396,396,396,396,396,396,396,396,396,396,396,-1,-1,-1,-1,-1,-1,not default
13941,female,high school,1,31,60000,21394,22486,20938,22243,22915,27347,16000,5394,5000,5000,7243,5000,0,0,0,0,0,0,not default
13942,male,high school,1,49,50000,0,0,0,0,51400,50180,0,0,0,0,0,2400,-2,-2,-2,0,0,0,default
13943,female,graduate school,2,33,360000,2844,0,764,0,0,7831,2219,2844,0,764,0,0,-2,-1,-1,-2,-1,-1,not default
13944,female,high school,2,50,30000,0,0,1110,940,1860,178,0,0,0,1110,0,1860,-2,-1,-1,2,-1,-1,default
13945,female,university,2,32,90000,82369,77417,78800,78174,76633,76442,3100,6250,0,2500,3400,2000,2,2,3,2,3,2,not default
13946,female,graduate school,1,32,200000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,not default
13947,male,other,2,51,100000,97227,96045,101044,98893,97937,101658,3415,3401,3298,3611,3952,4134,0,0,0,0,0,2,not default
13948,female,high school,2,49,200000,196355,192451,194238,203592,209034,196272,11500,7300,7350,7000,0,17500,0,0,0,2,0,0,not default
13949,female,graduate school,1,26,300000,530,1108,1908,3408,2612,1946,100,530,1108,0,1914,2612,-1,-1,0,0,-1,-1,default
13950,male,high school,1,30,10000,9635,10052,10160,10626,11267,8315,300,400,357,0,0,3258,0,0,2,3,0,0,not default
13951,male,university,2,44,400000,7890,7722,7716,7566,7904,6902,159,234,219,363,1213,1216,0,0,0,0,0,0,not default
13952,female,high school,1,34,130000,127988,125874,131858,130768,129388,126701,5000,5000,0,4732,5000,6200,0,2,2,2,2,1,default
13953,male,university,2,50,180000,776,1552,776,776,396,1156,776,0,1552,776,776,396,0,-1,-1,-1,-1,-1,not default
13954,female,high school,2,27,370000,121614,165591,162368,160885,159542,63412,3000,4500,8000,6000,6000,100000,0,0,0,0,0,0,not default
13955,female,graduate school,2,46,60000,22724,23175,21196,20732,18385,30073,3500,0,3000,1000,3000,3000,2,0,0,0,0,0,not default
13956,female,graduate school,2,29,210000,141876,145487,103522,196021,197019,205131,10000,10000,110000,50075,4720,10000,0,0,0,0,0,0,not default
13957,female,high school,1,46,70000,14271,14654,13371,13891,12093,11332,600,0,1500,0,2000,1250,2,2,2,0,0,0,default
13958,female,graduate school,2,33,20000,16110,16525,15529,16082,16635,16180,1504,0,1400,0,0,1000,2,2,2,3,3,1,not default
13959,female,graduate school,2,35,200000,35484,82814,83877,82417,87757,99291,9013,1578,2743,2018,3000,2742,0,0,0,0,0,0,not default
13960,female,university,1,30,130000,-680,-290,20783,20456,19730,21996,1000,0,0,2000,3000,3000,-2,0,0,0,0,0,not default
13961,male,university,1,38,120000,61650,83581,92542,115804,111960,116344,0,0,5550,0,6781,0,2,2,2,2,2,1,not default
13962,female,graduate school,1,34,330000,121319,86005,89851,15577,24226,21576,100000,50000,5000,89851,15579,5002,0,0,-1,-1,0,0,not default
13963,female,high school,1,54,30000,27374,27972,26155,25682,26400,23498,2300,0,2400,1200,0,3600,2,0,0,2,2,2,default
13964,female,university,2,39,480000,347271,362128,402695,476680,481990,502904,9567,11101,12058,12638,17000,180000,0,0,0,0,0,0,not default
13965,male,graduate school,2,39,100000,1139,1075,1411,1411,1261,1442,0,1500,1075,1411,1411,1261,-1,-1,-1,-1,-1,-1,not default
13966,female,graduate school,1,43,270000,1773,9629,1443,1443,1443,1626,14524,1773,9629,1443,1443,1443,-2,-2,-2,-2,-2,-2,not default
13967,female,high school,1,55,40000,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,7,7,7,7,2,2,default
13968,female,university,2,34,180000,180044,181041,177197,175324,176063,180373,6413,7515,6671,6083,7632,0,0,0,0,0,2,1,not default
13969,male,university,2,25,240000,116047,112210,144277,165662,181717,178878,16290,5000,5500,5682,4729,6095,0,0,0,0,0,2,default
13970,female,graduate school,1,38,210000,2938,10775,3353,16114,13118,4868,16520,3000,10775,3353,16114,13174,-2,-2,-2,-1,-1,-1,not default
13971,female,university,2,23,50000,44315,43576,44800,44804,34361,3,2001,2001,1,2001,10443,34361,0,2,2,-1,-1,1,not default
13972,female,high school,1,44,230000,1435,1443,1443,3733,6534,1424,2965,1435,1443,1443,3756,6553,-1,-1,-1,-1,-1,-1,not default
13973,female,university,2,24,50000,0,0,0,0,0,2675,0,0,0,0,0,0,-2,-2,-2,-2,-1,-1,default
13974,female,graduate school,2,41,250000,12871,467,934,3281,3964,4649,0,12871,0,0,10,0,-1,0,0,2,3,1,not default
13975,female,high school,1,45,120000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,not default
13976,male,university,1,35,160000,1238,-1,1539,7110,2229,1822,598,1240,0,1539,7116,2229,-2,-2,-1,-1,-2,-2,not default
13977,male,university,1,29,210000,730,732,1756,3584,6644,1685,3050,730,732,6256,5800,6715,-1,-1,-1,-1,-1,-1,not default
13978,female,graduate school,2,29,260000,146891,159826,172722,188608,196219,203896,5000,5386,5647,5712,6486,7282,0,0,0,0,0,0,not default
13979,female,university,1,32,310000,84252,82453,80590,78736,76452,73491,5000,3000,3000,3000,4000,4000,0,0,0,0,0,0,not default
13980,female,high school,1,42,50000,47865,47870,47276,46991,48115,50427,0,2648,13107,3312,2607,6506,0,0,0,0,0,0,default
13981,female,graduate school,2,30,360000,1840,418,0,398,1166,750,0,1840,418,0,398,1166,-2,-2,-2,-2,-2,-2,not default
13982,female,graduate school,2,24,50000,30350,29936,29466,43656,48202,49144,1034,1069,1086,1038,1462,1837,0,0,0,0,0,0,not default
13983,male,university,1,44,240000,188496,183962,194800,205084,200899,199446,7000,8000,7000,7000,10006,7500,0,0,0,0,0,0,not default
13984,male,high school,1,49,500000,-14433,-10505,-4729,10546,70287,74919,28598,3751,5475,4753,1074,1862,-2,-2,0,0,0,0,not default
13985,female,graduate school,1,40,150000,151014,148012,146328,151264,151333,152880,5104,9000,4918,4630,10031,6000,0,0,0,0,0,0,not default
13986,female,university,1,38,160000,316,316,316,316,316,316,316,316,316,316,316,316,-1,-1,-1,-1,-1,-1,not default
13987,female,university,2,42,410000,289397,132106,14190,7267,33535,37492,10014,163020,132116,14224,1031,1625,0,-1,-1,0,0,0,not default
13988,female,high school,2,63,50000,50224,47233,48194,50866,50316,51432,2000,5001,3000,0,3600,0,0,0,2,2,2,2,not default
13989,male,high school,2,38,50000,19531,19565,19576,40326,44948,47350,672,854,856,835,1301,1772,0,0,0,0,0,0,not default
13990,female,graduate school,2,29,170000,53403,34343,25015,22499,111991,115194,20000,20000,10000,25015,10000,10000,0,0,-1,0,0,0,not default
13991,female,graduate school,2,47,100000,0,0,0,0,0,22970,0,0,0,0,0,0,-2,-2,-2,-2,0,0,not default
13992,male,graduate school,1,46,230000,202833,199689,203018,200300,197039,193112,20200,6622,0,7500,8000,8500,0,2,2,2,2,2,default
13993,male,university,2,30,20000,19664,19390,19836,18938,17244,17819,1500,1000,0,1500,2000,0,0,2,0,0,2,1,default
13994,female,graduate school,1,50,170000,1608,316,1611,1986,5269,3955,2957,1608,316,1611,1986,5269,-2,-2,-2,-2,-2,-2,not default
13995,female,graduate school,2,36,160000,2133,916,1449,168,598,598,0,2133,0,1449,0,0,-1,2,-1,2,3,-1,default
13996,male,high school,2,35,400000,1058,-42,-42,-42,101,92,1100,1100,0,0,0,101,-1,-2,-2,-1,-1,-1,not default
13997,female,graduate school,2,29,340000,35540,64699,66897,74530,81084,82922,1000,1000,1800,2500,2962,3600,0,0,0,0,0,0,not default
13998,male,high school,1,31,90000,81487,83401,83772,75670,61693,63276,1500,0,1500,10000,15000,0,5,5,3,2,2,1,default
13999,female,graduate school,2,32,140000,92743,13067,10165,11579,10626,0,3015,80000,3067,1000,1154,10626,0,0,0,0,-1,-2,not default
14000,female,university,1,27,280000,980,107,922,5737,0,747,648,980,107,922,5737,0,-2,-2,-2,-2,-2,-2,not default
14001,female,university,1,40,180000,466,6822,6988,166,316,632,632,0,466,6822,166,316,2,0,0,-1,-1,-1,not default
14002,male,graduate school,1,53,500000,10854,854,2800,4639,-1189,7196,13313,10000,854,0,7439,0,0,-1,0,-1,1,1,not default
14003,female,graduate school,1,34,360000,-200,-200,6330,1874,15658,9100,0,0,0,6330,1874,15658,-2,-2,-2,-2,-2,-2,not default
14004,male,graduate school,2,23,50000,9805,9605,9406,9868,9025,8003,350,360,350,400,1153,1310,0,0,0,0,0,0,not default
14005,male,graduate school,1,55,220000,2232,5381,80737,0,0,1782,121953,2232,5381,80737,0,0,-1,-1,-1,-2,-1,-1,not default
14006,male,graduate school,1,35,500000,92150,101568,104716,100809,117883,143839,1200,2843,0,7229,5095,4844,0,2,0,0,0,0,not default
14007,male,university,2,41,100000,0,0,0,0,0,780,0,0,0,0,0,0,-2,-2,-2,-2,-1,-1,not default
14008,female,graduate school,2,29,20000,1831,1238,1718,-1282,-802,3417,1500,1831,0,3000,0,4,-1,0,-1,-2,-1,-1,default
14009,female,high school,1,26,80000,20249,20054,25374,55339,78451,76118,133,1000,504,26022,3569,4196,0,0,-1,0,0,0,not default
14010,female,graduate school,1,38,160000,827,827,827,827,827,827,827,827,827,827,827,827,-1,-1,-1,-1,-1,-1,not default
14011,male,university,1,39,240000,-300,-300,1667,-13,1263,0,1442,0,0,1680,0,1263,-2,-1,-1,-1,-1,1,not default
14012,male,high school,1,36,450000,0,0,0,0,0,550,0,0,0,0,0,0,-2,-2,-2,-2,-1,-1,not default
14013,male,high school,2,39,50000,18670,18364,18035,19009,810,34390,1000,1000,1000,0,51000,810,0,0,2,-1,-1,0,not default
14014,male,university,1,37,150000,32589,32193,30777,29356,28434,27707,1194,1169,2000,2000,1489,1477,0,0,0,0,0,0,default
14015,female,university,1,36,290000,83832,82792,82204,111298,125684,154336,2500,3000,2500,3000,3010,3600,0,0,0,0,0,0,not default
14016,female,university,2,22,50000,3192,4782,5411,9541,9856,29632,5000,2500,4000,6000,9021,6016,0,0,-1,0,0,0,not default
14017,male,high school,1,38,80000,16640,0,0,1260,2348,197,0,16640,0,0,352,4568,-1,-2,2,2,-1,-1,not default
14018,male,university,2,45,50000,29375,30149,31208,28371,29133,25867,0,0,0,3600,0,4000,3,4,2,3,2,3,default
14019,male,university,1,30,50000,6060,4920,6662,7288,14903,14040,68,2000,149,166,1032,1152,0,0,0,0,0,0,not default
14020,male,university,1,42,500000,192589,178758,172515,153648,130999,114374,50000,80000,70000,70000,51343,50012,0,0,0,0,0,0,not default
14021,female,graduate school,1,39,500000,21199,19508,35498,15040,0,3220,10894,21199,19508,35498,15040,0,-2,-2,-2,-2,-2,-2,default
14022,female,high school,1,40,200000,34297,33271,32010,44318,42954,44600,3000,3000,3000,0,6032,3000,0,0,2,0,0,0,not default
14023,female,high school,1,22,30000,24920,25096,25352,29086,29893,30678,235,776,684,678,1957,1,0,0,0,0,2,2,not default
14024,female,high school,1,51,80000,1053,747,4140,15094,2120,387,0,1053,747,4173,15094,2126,-2,-2,-2,-2,-2,-2,not default
14025,female,graduate school,1,50,50000,45383,45912,44051,49646,48275,50175,3000,5000,3000,3000,7775,0,0,0,0,0,2,1,not default
14026,male,university,1,31,50000,47740,48677,45402,46450,43172,42159,2300,0,4000,0,4000,2000,2,2,2,0,0,0,default
14027,female,university,2,38,280000,77419,75173,74624,98301,96041,94451,6259,3500,3300,3000,4033,4000,0,0,0,0,0,0,not default
14028,female,university,1,48,260000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,not default
14029,female,university,2,22,30000,10074,10686,13167,20517,19786,-802,1225,500,372,413,1154,21286,0,0,0,0,-1,1,not default
14030,female,graduate school,1,28,210000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,not default
14031,female,university,1,31,50000,41189,48704,47994,48945,46546,45074,1531,1500,1500,0,3600,2201,0,0,2,0,0,0,default
14032,female,university,1,29,20000,9838,10372,10310,9961,11558,10747,193,573,361,499,1150,1317,0,0,0,0,0,0,not default
14033,female,graduate school,1,47,310000,92805,101957,111214,121016,135970,131559,3000,4000,4000,5000,0,17839,0,0,0,2,0,0,not default
14034,female,university,1,42,100000,1054,1230,1054,0,0,0,1054,1054,1230,1054,0,0,-1,-1,-1,-2,-2,1,not default
14035,female,university,2,36,180000,164012,166960,156584,154648,151558,161159,6000,0,13100,6000,7100,7000,2,0,0,0,0,0,default
14036,male,graduate school,2,26,100000,17277,8065,5781,9390,23699,18999,0,10000,5914,1000,1227,5129,0,0,0,0,0,0,not default
14037,male,university,2,25,20000,0,0,0,2160,11045,11657,0,0,0,10800,21,0,-2,-2,2,2,3,-1,default
14038,female,university,2,46,240000,145643,143883,134705,135075,131718,128272,2000,4000,10500,3000,6004,5500,0,0,0,0,0,0,not default
14039,male,university,2,45,200000,158776,155359,153880,183344,194699,200996,6000,6000,6000,8000,9000,9200,0,0,0,0,0,0,not default
14040,female,university,2,24,30000,16305,-4,386,774,1162,1104,0,16309,0,2,2,1164,-1,0,0,2,-1,-1,not default
14041,female,university,2,38,500000,976,120195,-601,1429,-10,18410,4829,981,120796,0,1439,0,-1,-1,-1,-1,-1,-1,not default
14042,female,high school,1,43,230000,416,416,416,976,2508,1099,416,416,416,416,976,2508,-2,-2,-2,-2,-2,-2,not default
14043,female,high school,2,27,110000,24161,28257,25691,27864,32765,28686,5000,4161,10000,0,7000,5000,0,0,2,0,0,0,default
14044,female,graduate school,2,34,230000,41463,13882,4427,68813,16234,1103,9005,41660,13949,4446,65280,16286,-1,-1,-1,0,-1,1,not default
14045,female,graduate school,1,45,80000,79570,76831,78180,74409,72329,74081,4000,4000,0,5600,3300,0,0,2,0,0,2,1,default
14046,female,graduate school,1,33,200000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,not default
14047,female,high school,2,51,80000,25171,23567,80528,77790,77838,77499,2000,2000,2000,4000,3013,3000,0,0,0,0,0,0,not default
14048,male,university,1,30,170000,107358,105075,105858,148564,154424,150693,4000,4000,4000,4000,7000,7000,0,0,0,0,0,0,not default
14049,female,graduate school,1,31,120000,0,0,2280,2080,4480,413,0,0,0,200,0,4269,-2,0,0,2,-1,-1,not default
14050,female,graduate school,1,45,100000,0,0,0,0,5220,0,0,0,0,0,0,5220,-2,-2,-2,-1,-1,1,default
14051,female,graduate school,2,34,210000,1560,692,0,0,2250,300878,1838,1560,692,0,0,2250,-1,-1,-2,-1,-1,-1,not default
14052,female,graduate school,2,26,300000,0,657,3569,790,1946,3853,3412,0,657,3569,790,1946,-1,-1,-1,-1,-1,-1,not default
14053,female,university,2,49,70000,390,780,390,772,390,390,989,0,780,8,772,390,0,-1,0,-1,-1,-1,not default
14054,female,university,2,40,30000,9579,6770,-2230,-1202,-764,944,0,4653,9000,0,0,0,-1,-1,-2,-2,-1,-1,not default
14055,female,university,1,51,30000,13705,13438,13162,12906,11896,10874,508,491,488,471,1215,1205,0,0,0,0,0,0,not default
14056,female,university,1,30,80000,51026,53749,53338,77416,78682,83093,8500,2000,2000,3000,3060,3204,0,0,0,0,0,0,not default
14057,female,graduate school,1,37,180000,23174,13088,25062,8392,16231,29206,8556,23174,13088,25062,8405,16231,-1,-1,-1,-1,-1,-1,not default
14058,female,graduate school,1,28,360000,0,0,117997,178030,192513,164857,0,0,0,6000,9300,30650,-2,0,0,0,0,0,not default
14059,male,university,1,46,50000,29912,30182,30889,34440,48793,48885,1500,5000,1500,2000,2500,2000,0,0,0,0,0,0,not default
14060,male,other,1,35,170000,47707,47200,90797,89620,88263,91109,2331,2500,2200,3827,4400,6006,0,0,0,0,0,0,not default
14061,female,university,1,40,230000,0,225,144,0,0,0,0,0,225,144,0,0,-2,-2,-2,-2,-2,-2,not default
14062,male,graduate school,1,44,500000,17049,18896,32530,32046,17385,6723,16738,17069,18914,32579,32077,17410,-1,-1,-1,-1,-1,-1,not default
14063,male,university,2,26,30000,14328,13707,11912,12408,12404,12894,1000,1000,2000,0,500,0,2,2,2,2,3,3,default
14064,male,graduate school,2,31,120000,9834,4116,533,1316,1316,1316,7100,9834,4116,533,1316,1316,-1,-1,-1,-1,-1,-1,default
14065,male,graduate school,2,38,200000,7097,2089,1884,1081,-12,3388,488,7132,2097,1893,1093,0,-2,-2,-2,-2,-2,-2,default
14066,female,high school,1,38,60000,700,390,12947,23027,24825,26583,13628,700,390,259,1206,1864,-1,-1,0,0,0,0,not default
14067,male,university,2,39,140000,128118,136431,142011,143084,146921,143673,5000,5000,5200,6000,0,7000,0,0,0,2,2,1,not default
14068,male,high school,2,44,50000,0,0,29422,28984,38951,40151,0,0,0,2000,2000,2000,-2,0,0,0,0,0,not default
14069,female,university,1,35,90000,26721,3665,27384,5740,3997,6574,1799,26724,3667,27391,5743,4192,-1,-1,-1,-1,-1,-1,not default
14070,female,graduate school,2,28,150000,0,2222,0,0,2300,893,0,0,2222,0,0,2300,-1,-1,-2,-1,-1,-1,not default
14071,female,high school,2,29,250000,22319,3806,7385,947,0,686,2964,46660,5301,7385,947,0,-1,-1,-1,-1,-2,-2,not default
14072,female,university,2,24,100000,78080,6495,9209,21644,20486,17938,0,80900,6000,0,3000,2842,-1,2,2,0,0,2,default
14073,male,graduate school,1,43,320000,-45,3105,31851,32159,28143,18625,0,0,0,0,5000,10000,0,0,0,0,0,-1,default
14074,male,high school,2,31,50000,12515,12192,15701,15464,49547,49415,291,526,443,432,1195,1278,0,0,0,0,0,0,not default
14075,female,graduate school,2,28,90000,67328,65579,64767,64428,55407,56889,3000,3000,2000,2000,10000,0,0,2,2,2,2,1,default
14076,male,university,2,42,250000,237879,233072,228051,223068,218035,212787,9000,9000,9000,9000,9000,9000,0,0,0,0,0,0,not default
14077,female,university,2,27,120000,116654,16040,67313,90809,103869,110686,4593,110000,4000,5000,5000,7000,0,0,0,0,0,0,not default
14078,female,high school,2,24,140000,58589,69278,75706,111220,124926,126546,4000,3000,4000,4604,3910,4922,0,0,0,0,0,0,not default
14079,female,graduate school,2,34,330000,40341,44798,53430,39927,1558,203,25017,0,0,15000,40003,1503,0,0,0,-1,0,-1,not default
14080,male,graduate school,1,33,500000,2680,1559,5239,5239,3800,1901,299,2680,0,0,5239,3800,-1,0,0,-1,-1,-1,not default
14081,male,university,2,24,30000,390,390,390,390,1261,2706,780,390,390,390,390,0,-1,-1,-1,-1,2,1,not default
14082,male,graduate school,1,41,80000,80159,83897,84457,83656,82956,79950,11000,0,3100,3000,3000,4900,2,2,2,2,2,2,default
14083,male,graduate school,1,40,320000,-4,2670,-13,2987,1200,14,0,0,2683,0,3002,1205,-1,-1,-1,-1,-1,1,not default
14084,male,university,1,50,600000,250971,246081,241033,237135,230414,225274,9306,8984,8934,8629,10561,8773,0,0,0,0,0,0,default
